Review # (roughly),Artist Name,Album Name,Melon's Rating,Link To Review
1747,Gorillaz,The Now Now,6,https://www.youtube.com/watch?v=DPHYLnhPRqw
1746,Teyana Taylor,K.T.S.E.,6,https://www.youtube.com/watch?v=aRSdeuF9qiE
1745,Death Grips,Year of the Snitch,9,https://www.youtube.com/watch?v=ynCFF7DWHmI
1744,Vein,Errorzone,6,https://www.youtube.com/watch?reload=9&v=w7PFQHSOmLY
1743,Kamasi Washington,Heaven and Earth,6,https://www.youtube.com/watch?v=yP6b02-qSlA
1742,Death Grips,Year of the Snitch,9,https://www.youtube.com/watch?v=ynCFF7DWHmI
1741,The Carters,EVERYTHING IS LOVE,5,https://www.youtube.com/watch?v=GXcTZuZbiOE
1740,Jay Rock,Redemption,4,https://www.youtube.com/watch?v=67l6E8PVoFI
1739,SOPHIE,OIL OF EVERY PEARL'S UN-INSIDES,8,https://www.youtube.com/watch?v=XyB3yOo81cU
1738,Nas,NASIR,6,https://www.youtube.com/watch?v=_LEQYT-ffsM&
1737,Onyx Collective,Lower East Suite Part Three,7,https://www.youtube.com/watch?v=ztTCkWZ1qko
1736,Melody's Echo Chamber,Bon Voyage,7,https://www.youtube.com/watch?v=gKPkQv_aLzY
1735,Rico Nasty,Nasty,6,https://www.youtube.com/watch?v=t7-aROT2eqo
1734,Zeal and Ardor,Stranger Fruit,8,https://www.youtube.com/watch?v=provbgYpk5o
1733,serpentwithfeet,soil,7,https://www.youtube.com/watch?v=rBfnUffVx-8
1732,Busdriver,Electricity Is On Our Side,5,https://www.youtube.com/watch?v=exmYWItj-YY
1731,Kids See Ghosts,KIDS SEE GHOSTS,10,https://www.youtube.com/watch?v=9rkFbKVownA
1730,Snail Mail,Lush,6,https://www.youtube.com/watch?v=OWDogwWqb_A
1729,Black Thought,"Streams of Thought, Vol. 1",8,https://www.youtube.com/watch?v=kXkSqBW2wTs
1728,LUMP,LUMP,7,https://www.youtube.com/watch?v=uOLb73_zgVg
1727,Father John Misty,God's Favorite Customer,7,https://www.youtube.com/watch?v=34oyVszwnJk
1726,Kanye West,ye,8,https://www.youtube.com/watch?v=ixElcxn6PlQ
1725,Ghost,Prequelle,8,https://www.youtube.com/watch?v=-L2Xv5-EmUo
1724,Oneohtrix Point Never,Age Of,6,https://www.youtube.com/watch?v=CV1Ybh8v21k
1723,Tierra Whack,Whack World,7,https://www.youtube.com/watch?v=DbKWD0CYuX0&feature=push-u-sub&attr_tag=XxDjZDQf9fLkeMav-6
1722,Pusha T,Daytona,8,https://www.youtube.com/watch?v=z605Rm7lFTM
1721,NIKI,Zephyr,7,https://www.youtube.com/watch?v=GO_hwQqCDZo
1720,A$AP Rocky,Testing,4,https://www.youtube.com/watch?v=1C33F3MAGuU
1719,Juice WRLD,Goodbye & Good Riddance,5,https://www.youtube.com/watch?v=lZp0ZTzHCuQ
1718,BTS,Love Yourself 轉 Tear,6,https://www.youtube.com/watch?v=KmLvOn-f5Oo
1717,Courtney Barnett,Tell Me How You Really Feel,6,https://www.youtube.com/watch?v=GkeHYp7MASY
1716,Big Ups,Two Parts Together,6,https://youtu.be/paETFHcjTUg
1715,James Ferraro,Four Pieces for Mirai,7,https://www.youtube.com/watch?v=5zf-_mQYwu8
1714,Parquet Courts,Wide Awake!,9,https://www.youtube.com/watch?v=4ZZREmYnygU
1713,Arctic Monkeys,Tranquility Base Hotel & Casino,5,https://www.youtube.com/watch?v=uNAm2pFDgBA
1712,Beach House,7,7,https://www.youtube.com/watch?v=nWcEHLFmKdE
1711,Playboi Carti,Die Lit,7,https://www.youtube.com/watch?v=eXm3ODioS80
1710,Mark Kozelek,Mark Kozelek,7,https://www.youtube.com/watch?v=HMIUSLOR350
1709,Bladee,Red Light,1,https://www.youtube.com/watch?v=FJwmTnjDkrI
1708,Ski Mask The Slump God,Beware The Book Of Eli,7,https://www.youtube.com/watch?v=X0ACL1CRIKs
1707,Swae Lee,Swaecation,1,https://www.youtube.com/watch?v=GlToEXQO2yc
1706,Jon Hopkins,Singularity,7,https://www.youtube.com/watch?v=cX9qqFGrDX4
1705,Slim Jxmmi,Jxmtro,5,https://www.youtube.com/watch?v=GlToEXQO2yc
1704,Tropical Fuck Storm,A Laughing Death in Meatspace,8,https://www.youtube.com/watch?v=tu41W2j52OY
1703,Rae Sremmurd,SR3MM,7,https://www.youtube.com/watch?v=GlToEXQO2yc
1702,Iceage,Beyondless,7,https://www.youtube.com/watch?v=fxDjKGGCYRc
1701,Post Malone,Beerbongs & Bentleys,7,https://www.youtube.com/watch?v=a1olq-lfc-I
1700,Janelle Monáe,Dirty Computer,8,https://www.youtube.com/watch?v=4Way39aUJ4g
1699,Wiley,Godfather II,5,https://www.youtube.com/watch?v=1K6l7wIuOHg
1698,Sleep,The Sciences,8,https://www.youtube.com/watch?v=d5jWckdWqpM
1697,A Perfect Circle,Eat the Elephant,5,https://www.youtube.com/watch?v=ZruuCzKf70k
1696,J. Cole,KOD,5,https://www.youtube.com/watch?v=D5vrzzxGxwc
1695,Kimbra,Primal Heart,7,https://www.youtube.com/watch?v=2dbrndTCzng
1694,Princess Nokia,A Girl Cried Red,4,https://www.youtube.com/watch?v=cn00K4FqQRE
1693,Jeffrey Lewis And The Deposit Returners,Works by Tul Kupferberg (1923-2010),7,https://www.youtube.com/watch?v=Dmom8_-isQA
1692,John Prine,The Tree of Forgiveness,7,https://www.youtube.com/watch?v=BN8x5zo3iNs
1691,Haru Nemuri,春と修羅 (harutosyura),8,https://www.youtube.com/watch?v=O5VtHXdfZPM
1690,Frank Ocean,Endless (Remastered),8,https://www.youtube.com/watch?v=J6CCJNs
1689,Cardi B,Invasion of Privacy,6,https://www.youtube.com/watch?v=mxMQEy8sQJI
1688,Kali Uchis,Isolation,8,https://www.youtube.com/watch?v=x9e_8zRuuO8
1687,Daniel Avery,Song For Alpha,5,https://www.youtube.com/watch?v=jG_1LDtuSJY
1686,Flatbush Zombies,Vacation in Hell,6,https://www.youtube.com/watch?v=pf0hDdf2QJc
1685,Unknown Mortal Orchestra,Sex & Food,5,https://www.youtube.com/watch?v=nsO2-Pwoa5s
1684,Kali Uchis,Isolation,8,https://www.youtube.com/watch?v=x9e_8zRuuO8
1683,Flatbush Zombies,Vacation in Hell,6,https://www.youtube.com/watch?v=pf0hDdf2QJc
1682,The Weeknd,"My Dear Melancholy,",5,https://www.youtube.com/watch?v=O9valpIpGaU
1681,Kacey Musgraves,Golden Hour,4,https://www.youtube.com/watch?v=m8PBrunDIfI
1680,CZARFACE & MF DOOM,Czarface Meets Metal Face,7,https://www.youtube.com/watch?v=LIMy-Bp353E
1679,The Voidz,Virtue,8,https://www.youtube.com/watch?v=3CrD91zHkLg
1678,Jean Grae & Quelle Chris,Everything's Fine,8,https://www.youtube.com/watch?v=om3JC1JSdnI
1677,Sons of Kemet,Your Queen is a Reptile,8,https://www.youtube.com/watch?v=x7lQBFEURZY
1676,Preoccupations,New Material,5,https://www.youtube.com/watch?v=2akyCFh6DOg
1675,Jack White,Boarding House Reach,9,https://www.youtube.com/watch?v=GyXofB1k24A
1674,XXXTENTACION,?,4,https://www.youtube.com/watch?v=gWUdEgaTdo8
1673,Mount Eerie,Now Only,7,https://www.youtube.com/watch?v=AhVPv5q9Ik8
1672,PRhyme,PRhyme 2,6,https://www.youtube.com/watch?v=P32evYxRvTA
1671,Logic,Bobby Tarantino II,5,https://www.youtube.com/watch?v=zvh62IPMCuo
1670,Lil Yachty,Lil Boat 2,7,https://www.youtube.com/watch?v=CCJZO4I2SS8
1669,Judas Priest,Firepower,8,https://www.youtube.com/watch?v=0Z9n4DNNsy8
1668,Young Fathers,Cocoa Sugar,6,https://www.youtube.com/watch?v=UHn-uNjJAoY
1667,David Byrne,American Utopia,7,https://www.youtube.com/watch?v=Kh2_xvw3LUA
1666,The Neighbourhood,The Neighbourhood,4,https://www.youtube.com/watch?v=h4d-M5jbx8Q
1665,Titus Andronicus,A Productive Cough,5,https://www.youtube.com/watch?v=iSK2hb2z0us
1664,Andrew W.K.,You're Not Alone,8,https://www.youtube.com/watch?v=tLWPSqE0DC4
1663,Park Jiha,Communion,6,https://www.youtube.com/watch?v=icib8b4GYlI
1662,Anna von Hausswolff,Dead Magic,8,https://www.youtube.com/watch?v=0dVNV1Q5jjU
1661,Tory Lanez,Memories Don't Die,3,https://www.youtube.com/watch?v=6VJulC5QLhY
1660,Superorganism,Superorganism,7,https://www.youtube.com/watch?v=05AewlnZfE4
1659,Valee,"GOOD Job, You Found Me",3,https://www.youtube.com/watch?v=7v0mYN2k16g
1658,SOB X RBE,Gangin,6,https://www.youtube.com/watch?v=fPZwOG2RcFU
1657,Turnstile,Time & Space,5,https://www.youtube.com/watch?v=m80fpwG_GGA
1656,Screaming Females,All at Once,8,https://www.youtube.com/watch?v=aVDeTMPuyDM
1655,6ix9ine,Day69,3,https://www.youtube.com/watch?v=kkDCuMYeX8I
1654,Keiji Haino & Sumac,"American Dollar Bill - Keep Facing Sideways, You're Too Hideous To Look At Face On",7,https://www.youtube.com/watch?v=iXiIx4DKKbs
1653,Against All Logic,2012 - 2017,9,https://www.youtube.com/watch?v=2WiS99Qukxc
1652,U.S. Girls,In a Poem Unlimited,8,https://www.youtube.com/watch?v=6qC-ZLOK-8Y
1651,Car Seat Headrest,Twin Fantasy (Face to Face),8,https://www.youtube.com/watch?v=EcFJbKJxjDA
1650,Ought,Room Inside the World,6,https://www.youtube.com/watch?v=ViAn7COdDqo
1649,Natalia Lafourcade,Musas Vol. 2,8,https://www.youtube.com/watch?v=7TABeq5TLGY
1648,Various Artists,Black Panther: The Album,6,https://www.youtube.com/watch?v=TcMeRrIJe1M
1647,MGMT,Little Dark Age,8,https://www.youtube.com/watch?v=eQ3Wd60Qddw
1646,Rich Brian,Amen,6,https://www.youtube.com/watch?v=gPdD04_9A9A
1645,Justin Timberlake,Man of the Woods,3,https://www.youtube.com/watch?v=tKHC0X2EwAs
1644,Tribulation,Down Below,7,https://www.youtube.com/watch?v=DpXe5kbKVtM
1643,Portal,Ion,9,https://www.youtube.com/watch?v=W3SopqFy2eg
1642,Ty Segall,Freedom's Goblin,7,https://www.youtube.com/watch?v=J8qVaBy42Xg
1641,Tiny Moving Parts,Swell,4,https://www.youtube.com/watch?v=rz7KzrrAbzo
1640,Migos,Culture II,4,https://www.youtube.com/watch?v=cTYg1mAd8tA
1639,No Age,Snares Like a Haircut,7,https://www.youtube.com/watch?v=3DEtgItwWt0
1638,First Aid Kit,Ruins,7,https://www.youtube.com/watch?v=C0C-ZtZapNM
1637,tUnE-yArDs,I can feel you creep into my private life,5,https://www.youtube.com/watch?v=tN1PUSSybYA
1636,JPEGMAFIA,Veteran,8,https://www.youtube.com/watch?v=S9gg0JOTF2E
1635,cupcakKe,Ephorize,7,https://www.youtube.com/watch?v=r98hKTgtKiU
1634,Jeff Rosenstock,POST-,6,https://www.youtube.com/watch?v=WY1cW0FZxm0
1633,King Gizzard and the Lizard Wizard,Gumboot Soup,7,https://www.youtube.com/watch?v=p6T46TrMB80
1632,Huncho Jack,"Huncho Jack, Jack Huncho",6,https://www.youtube.com/watch?v=LxU-y-udwlA
1631,N.E.R.D,No_One Ever Really Dies,7,https://www.youtube.com/watch?v=LAEe4bj6cLA
1630,Charli XCX,Pop 2,7,https://www.youtube.com/watch?v=SipouoqLyxM
1629,Eminem,Revival,2,https://www.youtube.com/watch?v=14Py6kcxKKQ
1628,BROCKHAMPTON,SATURATION III,8,https://www.youtube.com/watch?v=sL0YnMbzmow
1627,Big Sean & Metro Boomin,Double Or Nothing,5,https://www.youtube.com/watch?v=h_k1muvplJU
1626,Prurient,Rainbow Mirror,6,https://www.youtube.com/watch?v=2WnDjpoMxjE
1625,Chris Stapleton,From A Room: Volume 2,7,https://www.youtube.com/watch?v=-5qQvKlPYjo
1624,Chris Stapleton,From A Room: Volume 2,7,https://www.youtube.com/watch?v=-5qQvKlPYjo
1623,Björk,Utopia,7,https://www.youtube.com/watch?v=ikquXWiyaj8
1622,Hopsin,No Shame,4,https://www.youtube.com/watch?v=OKYedko0w8Y
1621,Noel Gallagher's High Flying Birds,Who Built the Moon?,6,https://www.youtube.com/watch?v=2P6KBsONYWo
1620,King Gizzard and the Lizard Wizard,Polygondwanaland,7,https://www.youtube.com/watch?v=JX54Kz7DaZQ
1619,Sharon Jones & the Dap-Kings,Soul of a Woman,8,https://www.youtube.com/watch?v=VaiMDDi8NJc
1618,Jaden,Syre,4,https://www.youtube.com/watch?v=YABApZSuUIA
1617,CyHi The Prynce,No Dope On Sundays,5,https://www.youtube.com/watch?v=LSX82ylZhJ0
1616,Yung Lean,Stranger,6,https://www.youtube.com/watch?v=JvQDSJk2QNE
1615,Taylor Swift,reputation,4,https://www.youtube.com/watch?v=qDAxDcjgn-8
1614,Sam Smith,The Thrill of It All,4,https://www.youtube.com/watch?v=htvR_dBs3eg
1613,Armand Hammer,Rome,6,https://www.youtube.com/watch?v=Ghbw0DOaNHY
1612,Converge,The Dusk In Us,8,https://www.youtube.com/watch?v=WLDhNDAOw8k
1611,Skepta,Vicious,5,https://www.youtube.com/watch?v=ZjByhSZLZEs
1610,"21 Savage, Offset & Metro Boomin",Without Warning,7,https://www.youtube.com/watch?v=sxISrm03SHk
1609,Julien Baker,Turn Out the Lights,7,https://www.youtube.com/watch?v=FPeMy9v0_oI
1608,Rina Sawayama,RINA,9,https://www.youtube.com/watch?v=FMfw5VuQgNI
1607,Weezer,Pacific Daydream,4,https://www.youtube.com/watch?v=_bk9VFReGyw
1606,Big K.R.I.T.,4eva Is a Mighty Long Time,9,https://www.youtube.com/watch?v=ivXWRxoLpfE
1605,Fever Ray,Plunge,5,https://www.youtube.com/watch?v=h9r1kIjo2aA
1604,Destroyer,ken,5,https://www.youtube.com/watch?v=vhlH7LmWlgE
1603,Future & Young Thug,Super Slimey,5,https://www.youtube.com/watch?v=CkA1sSU9MJA
1602,Beck,Colors,4,https://www.youtube.com/watch?v=pI4uPs5dLRs
1601,Gucci Mane,Mr. Davis,5,https://www.youtube.com/watch?v=sxssAArYRGA
1600,St. Vincent,MASSEDUCTION,6,https://www.youtube.com/watch?v=kupU1_uOmHw
1599,Lou The Human,Humaniac,7,https://www.youtube.com/watch?v=UFvtS9JDllU
1598,King Krule,The OOZ,4,https://www.youtube.com/watch?v=ft2cMWKc_u8
1597,Kelela,Take Me Apart,8,https://www.youtube.com/watch?v=6GcG0qDqWhY
1596,Marilyn Manson,Heaven Upside Down,5,https://www.youtube.com/watch?v=PWsug6Lx-V8
1595,Liam Gallagher,As You Were,6,https://www.youtube.com/watch?v=tfRfhunuCbI
1594,Trippie Redd,A Love Letter To You 2,5,https://www.youtube.com/watch?v=rW4C65jSLIo
1593,Lil Pump,Lil Pump,7,https://www.youtube.com/watch?v=rWUT9uCl9Es
1592,Poppy,Poppy.Computer,6,https://www.youtube.com/watch?v=IFyq9sXtSRc
1591,Primitive Man,Caustic,8,https://www.youtube.com/watch?v=1bkP7n6RhSk
1590,Smokepurpp,DEADSTAR,6,https://www.youtube.com/watch?v=Uxmi5AcAFgg
1589,Iglooghost,Neō Wax Bloom,8,https://www.youtube.com/watch?v=datrlt_DGLs&feature=em-uploademail
1588,Injury Reserve,Drive It Like It's Stolen,7,https://www.youtube.com/watch?v=lI6-C7dwz9k
1587,The World Is a Beautiful Place and I Am No Longer Afraid to Die,Always Foreign,6,https://www.youtube.com/watch?v=zglUexTARC0
1586,Protomartyr,Relatives in Descent,8,https://www.youtube.com/watch?v=5iHufSOWdqg
1585,Benjamin Clementine,I Tell A Fly,5,https://www.youtube.com/watch?v=JLu1xs35rXM
1584,Ibeyi,Ash,7,https://www.youtube.com/watch?v=XGboPnsVrU0&feature=youtu.be
1583,The Killers,Wonderful Wonderful,6,https://www.youtube.com/watch?v=S-elCjqboo0
1582,Godspeed You! Black Emperor,Luciferian Towers,5,https://www.youtube.com/watch?v=-K0wHtAc1t8
1581,Rapsody,Laila's Wisdom,8,https://www.youtube.com/watch?v=EnGPUH911nU
1580,Chelsea Wolfe,Hiss Spun,7,https://www.youtube.com/watch?v=sviePujguak
1579,Young Thug & Carnage,Young Martha,8,https://www.youtube.com/watch?v=-9vTnqL7W4s
1578,Wolves in the Throne Room,Thrice Woven,6,https://www.youtube.com/watch?v=Und3xhfJUsU
1577,Macklemore,GEMINI,3,https://www.youtube.com/watch?v=mJAD92rWdZI
1576,Open Mike Eagle,Brick Body Kids Still Daydream,8,https://www.youtube.com/watch?v=bdiGlNbz_Qc
1575,Ariel Pink,Dedicated to Bobby Jameson,8,https://www.youtube.com/watch?v=Hlx4ONMtRFY
1574,Myrkur,Mareridt,6,https://www.youtube.com/watch?v=NOvcBmZCRJ8
1573,Foo Fighters,Concrete and Gold,6,https://www.youtube.com/watch?v=ZWjmQ-6OcSI
1572,Death From Above 1979,Outrage! Is Now,8,https://www.youtube.com/watch?v=AuEKWOh8_HE
1571,The National,Sleep Well Beast,7,https://www.youtube.com/watch?v=odQcHCsW2YA
1570,Zola Jesus,Okovi,6,https://www.youtube.com/watch?v=6RymqLslg7s
1569,Alvvays,Antisocialites,8,https://www.youtube.com/watch?v=W9ysTOF7S8Q
1568,Alex Cameron,Forced Witness,8,https://www.youtube.com/watch?v=BD7fSbQ01bs
1567,Princess Nokia,1992 Deluxe,8,https://www.youtube.com/watch?v=7KQyTYscOpk
1566,Corbin,Mourn,7,https://www.youtube.com/watch?v=AL5dCMlhtRg
1565,Bicep,Bicep,7,https://www.youtube.com/watch?v=cPIJXJZH1zk
1564,LCD Soundsystem,american dream,6,https://www.youtube.com/watch?v=0evHtpLFM9k
1563,A$AP Mob,Cozy Tapes Vol. 2: Too Cozy,4,https://www.youtube.com/watch?v=qbh0s7OCZOE
1562,Daniel Caesar,Freudian,7,https://www.youtube.com/watch?v=n8_qk3FrFjM
1561,Action Bronson,Blue Chips 7000,6,https://www.youtube.com/watch?v=OlCJ_BlisoY
1560,BROCKHAMPTON,SATURATION II,8,https://www.youtube.com/watch?v=GiStPHGw0lo
1559,Queens of the Stone Age,Villains,6,https://www.youtube.com/watch?v=q9yUTGIXRxM
1558,XXXTENTACION,17,2,https://www.youtube.com/watch?v=cmYXxJs0uCk
1557,Liars,TFCF,5,https://www.youtube.com/watch?v=tdcpjrCZMAc
1556,Lil Uzi Vert,Luv Is Rage 2,3,https://www.youtube.com/watch?v=ci62GfOm-t8
1555,Oh Sees,Orc,8,https://www.youtube.com/watch?v=LG9gDRVM6QQ
1554,The War on Drugs,A Deeper Understanding,5,https://www.youtube.com/watch?v=e1iCnyireF8
1553,Wifisfuneral,Boy Who Cried Wolf,7,https://www.youtube.com/watch?v=aSUpgoYKZv0
1552,Alice Glass,Alice Glass,7,https://www.youtube.com/watch?v=nhndrX8cktI
1551,Everything Everything,A Fever Dream,6,https://www.youtube.com/watch?v=jbODBiZb808
1550,Grizzly Bear,Painted Ruins,6,https://www.youtube.com/watch?v=tjati_HVw5s
1549,A$AP Ferg,Still Striving,6,https://www.youtube.com/watch?v=Iju3kpyFTFU
1548,Kodak Black,Project Baby 2,5,https://www.youtube.com/watch?v=4DyJIw58zFo
1547,Brand New,Science Fiction,7,https://www.youtube.com/watch?v=I_UJ-3yakDg
1546,Lil B,Black Ken,5,https://www.youtube.com/watch?v=8rJxsKJm6KQ
1545,King Gizzard & The Lizard Wizard with Mild High Club,Sketches of Brunswick East,5,https://www.youtube.com/watch?v=dge1w2xQ-8A
1544,Kesha,Rainbow,7,https://www.youtube.com/watch?v=So6aG1iLdjg
1543,Milo,Who Told You To Think​?​?​!​!​?​!​?​!​?​!,7,https://www.youtube.com/watch?v=MyQ0O5jlyoo
1542,Uncommon Nasa,Written at Night,8,https://www.youtube.com/watch?v=eir7AorIVXg
1541,Dead Cross,Dead Cross,7,https://www.youtube.com/watch?v=8qqWsWdvjIw
1540,Ugly God,The Booty Tape,5,https://www.youtube.com/watch?v=r3OLn4vaBzw
1539,Nmesh,Pharma,7,https://www.youtube.com/watch?v=zSoh4uADfus
1538,Arcade Fire,Everything Now,4,https://www.youtube.com/watch?v=CSLAZM54ZcQ
1537,Vic Mensa,The Autobiography,6,https://www.youtube.com/watch?v=GlSqTuuvfdg
1536,Aminé,Good For You,5,https://www.youtube.com/watch?v=wpOna_7hIzM
1535,Dizzee Rascal,Raskit,6,https://www.youtube.com/watch?v=QqwXu96_ZNc
1534,Lana Del Rey,Lust for Life,6,https://www.youtube.com/watch?v=5YF9p9ywoF8
1533,"Tyler, the Creator",Flower Boy,8,https://www.youtube.com/watch?v=mlLqB2lxii4
1532,Nine Inch Nails,Add Violence,6,https://www.youtube.com/watch?v=mFeDwNwEK7k
1531,Integrity,"Howling, For the Nightmare Shall Consume",7,https://www.youtube.com/watch?v=fSfLoZ-L2gQ
1530,Shabazz Palaces,Quazarz vs. The Jealous Machines,5,https://www.youtube.com/watch?v=0fgpP3u_sUs
1529,Shabazz Palaces,Quazarz: Born on a Gangster Star,3,https://www.youtube.com/watch?v=0fgpP3u_sUs
1528,HAIM,Something to Tell You,5,https://www.youtube.com/watch?v=qyFbsYI8nCc
1527,21 Savage,Issa Album,3,https://www.youtube.com/watch?v=eqEPZaPOaIg
1526,Broken Social Scene,Hug of Thunder,7,https://www.youtube.com/watch?v=ZwKvfRTE6Pc
1525,Jay-Z,4:44,8,https://www.youtube.com/watch?v=NOnVXp-n-pQ
1524,Ski Mask The Slump God,You Will Regret,6,https://www.youtube.com/watch?v=1fvl1Yigl9A
1523,King Gizzard and the Lizard Wizard,Murder of the Universe,6,https://www.youtube.com/watch?v=ymZpSOlOUSs
1522,Vince Staples,Big Fish Theory,6,https://www.youtube.com/watch?v=YAmxuIITQeA
1521,Algiers,The Underside of Power,8,https://www.youtube.com/watch?v=2xKdxJYSns4
1520,Dying Fetus,Wrong One to Fuck With,8,https://www.youtube.com/watch?v=N65_VUOVT6o
1519,Young Thug,Beautiful Thugger Girls,5,https://www.youtube.com/watch?v=bus8_zwTQD8
1518,Fleet Foxes,Crack-Up,8,https://www.youtube.com/watch?v=-J85naYNmck
1517,Igorrr,Savage Sinusoid,7,https://www.youtube.com/watch?v=aEJu27tjvcI
1516,Lorde,Melodrama,7,https://www.youtube.com/watch?v=WxY7yOmZs4w
1515,Katy Perry,Witness,6,https://www.youtube.com/watch?v=yxPYzOB8rew
1514,BROCKHAMPTON,SATURATION,9,https://www.youtube.com/watch?v=iBHjkRZQbv8
1513,Kirin J Callinan,Bravado,8,https://www.youtube.com/watch?v=sFZgERqFK4g
1512,Billy Woods,Known Unknowns,8,https://www.youtube.com/watch?v=ymkvtN3aVkk
1511,SZA,Ctrl,7,https://www.youtube.com/watch?v=iNGIJ0GG77o
1510,"Sufjan Stevens, Bryce Dessner, Nico Muhly & James McAlister",Planetarium,5,https://www.youtube.com/watch?v=yuKEu22_lcM
1509,Roger Waters,Is This the Life We Really Want?,7,https://www.youtube.com/watch?v=hCy3_Fosq2g
1508,Elder,Reflections of a Floating World,8,https://www.youtube.com/watch?v=hDYjI2WpMe8
1507,alt-J,Relaxer,5,https://www.youtube.com/watch?v=ka1Ko6n9FW0
1506,Beach Fossils,Somersault,5,https://www.youtube.com/watch?v=vQAKOLE_JR4
1505,Richard Dawson,Peasant,8,https://www.youtube.com/watch?v=nubYmxtTlVk
1504,Lil Yachty,Teenage Emotions,2,https://www.youtube.com/watch?v=Gjx2OBFrUAE
1503,Guerilla Toss,GT ULTRA,8,https://www.youtube.com/watch?v=kJmjvul_6sw
1502,Alex G,Rocket,5,https://www.youtube.com/watch?v=3ghLdT_YaF0
1501,The Underachievers,Renaissance,6,https://www.youtube.com/watch?v=AoLy1rgowWg
1500,The Mountain Goats,Goths,8,https://www.youtube.com/watch?v=AnqPrqA23lg
1499,Oxbow,Thin Black Duke,8,https://www.youtube.com/watch?v=7Aqu9Mo42XQ
1498,Paramore,After Laughter,7,https://www.youtube.com/watch?v=eGYRq0ywrq8
1497,Harry Styles,Harry Styles,4,https://www.youtube.com/watch?v=A8ObXvF_vhg
1496,Sinjin Hawke,First Opus,8,https://www.youtube.com/watch?v=diDkeBYKvK4
1495,Black Lips,Satan's graffiti or God's art?,7,https://www.youtube.com/watch?v=2HU9fnoqGtY
1494,Logic,Everybody,5,https://www.youtube.com/watch?v=jESJJrA5a98
1493,Forest Swords,Compassion,8,https://www.youtube.com/watch?v=z5BqausZu0E
1492,Mac DeMarco,This Old Dog,7,https://www.youtube.com/watch?v=ICvyW5xGZgs
1491,Perfume Genius,No Shape,8,https://www.youtube.com/watch?v=6GDPN4Hs_44
1490,Slowdive,Slowdive,4,https://www.youtube.com/watch?v=Vnc2tB4Jlmo
1489,Full of Hell,Trumpeting Ecstasy,6,https://www.youtube.com/watch?v=h2XMQrZ6Ywk
1488,Feist,Pleasure,8,https://www.youtube.com/watch?v=AKBopAbun5g
1487,Colin Stetson,All This I Do For Glory,7,https://www.youtube.com/watch?v=WfkRmx6EAPY
1486,Gorillaz,Humanz,5,https://www.youtube.com/watch?v=Uooqk3B0kC4
1485,Gas,Narkopop,2,https://www.youtube.com/watch?v=gRsUzx4N8VI
1484,Kendrick Lamar,DAMN.,7,https://www.youtube.com/watch?v=RIGINiBYxis
1483,Timber Timbre,"Sincerely, Future Pollution",5,https://www.youtube.com/watch?v=et2s-u3KFbc
1482,Joey Bada$$,ALL-AMERIKKKAN BADA$$,8,https://www.youtube.com/watch?v=u2B3Dzu5pa0
1481,The Smith Street Band,More Scared of You Than You Are of Me,6,https://www.youtube.com/watch?v=a1PdNaCJ_M8
1480,Future Islands,The Far Field,6,https://www.youtube.com/watch?v=4NzqALD8oCk
1479,Arca,Arca,5,https://www.youtube.com/watch?v=IZxa8FaUYOw
1478,Father John Misty,Pure Comedy,9,https://www.youtube.com/watch?v=nO89Wos0Hv0
1477,Mastodon,Emperor of Sand,4,https://www.youtube.com/watch?v=bbS0PRslyJs
1476,Kodak Black,Painting Pictures,4,https://www.youtube.com/watch?v=J8CtI2Xcwqs
1475,Freddie Gibbs,You Only Live 2wice,6,https://www.youtube.com/watch?v=ZgT57CPrmFI
1474,Pallbearer,Heartless,8,https://www.youtube.com/watch?v=B6Pyfe5yrtc
1473,GoldLink,At What Cost,5,https://www.youtube.com/watch?v=9Bm2mwJVvsg
1472,Mount Eerie,A Crow Looked at Me,9,https://www.youtube.com/watch?v=NjbWyn-h-Oc
1471,Drake,More Life,5,https://www.youtube.com/watch?v=dqZywmtj3yc
1470,Rick Ross,Rather You Than Me,6,https://www.youtube.com/watch?v=l3XdmBBO9k4
1469,Spoon,Hot Thoughts,7,https://www.youtube.com/watch?v=VXlghM-qUq0
1468,Real Estate,In Mind,5,https://www.youtube.com/watch?v=X_uhiacU1k4
1467,Remo Drive,Greatest Hits,7,https://www.youtube.com/watch?v=qoSOmF_PWw4
1466,The Magnetic Fields,50 Song Memoir,7,https://www.youtube.com/watch?v=KFGo3SWOlKo
1465,Your Old Droog,Packs,7,https://www.youtube.com/watch?v=iFE1bkuBotk
1464,Ondatrópica,Baile Bucanero,7,https://www.youtube.com/watch?v=1GRf65B6-Qw
1463,Idles,Brutalism,8,https://www.youtube.com/watch?v=yTYsVjeoe-Q
1462,Charli XCX,Number 1 Angel,7,https://www.youtube.com/watch?v=dePHKrFDZvE
1461,Laura Marling,Semper Femina,5,https://www.youtube.com/watch?v=bHZ10YR3npo
1460,Havok,Conformicide,7,https://www.youtube.com/watch?v=vhhhIykGjRU
1459,Daymé Arocena,Cubafonía,8,https://www.youtube.com/watch?v=slBC3h48xgQ
1458,Ed Sheeran,÷,4,https://www.youtube.com/watch?v=31191e2d0kE
1457,Ibibio Sound Machine,Uyai,8,https://www.youtube.com/watch?v=JxVBmNpYtYM
